Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth
2263,188011,Ayana Fritsch,Mr,Male,1,Married,31,10/25/2021,4/1/2022,Inactive,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975
2264,188012,Emely Lueilwitz,Mr,Male,1,Married,55,10/25/2021,4/7/2022,Inactive,4/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1974
2265,188013,Dr Freddie Brakus,Mr,Male,4,Married,31,10/25/2021,4/6/2022,Inactive,4/6/2022,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1964
2267,205001,Prof Wilfrid Renner,Mr,Male,1,Married,31,10/16/2021,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1951
2268,205002,Loyce Botsford DDS,Ms,Male,1,Single,31,10/27/2021,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996
2275,205003,Enrique Mayer,Mr,Male,1,Married,134,10/2/2021,1/13/2022,Inactive,1/13/2022,\N,\N,Labour,Contarct Basis,Buddhist,Caretaker,1953
2276,1795130,Duncan Schumm,Mr,Male,1,Married,30,11/1/2021,5/9/2022,Inactive,5/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1959
2277,51022,Prof Germaine Bergnaum DVM,Ms,Female,1,Single,70,11/1/2021,3/31/2022,Inactive,3/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,2001
2278,51023,Angus Hoeger Jr,Mr,Male,1,Married,181,11/1/2021,3/12/2022,Inactive,3/12/2022,\N,\N,Staff,Contarct Basis,Buddhist,Trainee Engineer,1996
2279,195038,Velma Kiehn,Mr,Male,3,Married,31,10/26/2021,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1982
2291,51024,Prof Mia Ebert,Mr,Male,1,Married,31,11/5/2021,1/27/2022,Inactive,1/27/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,'0000'
2296,1795134,Ryley Dare,Mr,Male,1,Married,31,11/9/2021,3/29/2022,Inactive,3/29/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1990
2297,1795135,Morton Schaden,Mr,Male,1,Married,31,11/8/2021,4/2/2022,Inactive,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969
2299,1795137,Maida Gulgowski,Mr,Male,1,Married,31,11/9/2021,3/31/2022,Inactive,3/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960
2300,196155,Dr Nathaniel McDermott,Mr,Male,1,Married,31,11/4/2021,4/8/2022,Inactive,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1952
2301,196156,Annamae Haley,Mr,Male,1,Married,31,11/4/2021,12/31/2021,Inactive,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981
2302,196157,Delfina Schmitt III,Mr,Male,1,Married,31,11/4/2021,4/9/2022,Inactive,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991
2310,179044,Mr Freddy Kuhic PhD,Mr,Male,1,Single,139,11/10/2021,4/20/2022,Inactive,4/20/2022,\N,\N,Labour,Contarct Basis,Buddhist,Surveyor Helper,1997
2314,5366,Keely Gislason,Mr,Male,1,Married,24,11/11/2021,11/18/2021,Inactive,11/18/2021,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1992
2320,198136,Kyler Fay,Mr,Male,1,Married,1,11/16/2021,2/9/2022,Inactive,2/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1990
2321,198137,Westley Hermann,Mr,Male,1,Married,31,11/16/2021,4/8/2022,Inactive,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992
2322,189070,Robin O'Connell,Mr,Male,1,Married,53,11/15/2021,2/20/2022,Inactive,2/20/2022,\N,\N,Labour,Contarct Basis,Buddhist,Pipe Fitter,2000
2324,1795139,Alycia Smitham,Mr,Male,1,Married,31,11/20/2021,2/1/2022,Inactive,2/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996
2325,5367,Humberto Hodkiewicz,Ms,Female,1,Single,48,11/15/2021,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1993
2327,1795140,Theresa Bernier,Mr,Male,1,Married,31,11/23/2021,3/31/2022,Inactive,3/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973
2328,193194,Wallace Beier IV,Mr,Male,1,Single,31,11/22/2021,12/31/2021,Inactive,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994
2329,5368,Rosella Walker,Mr,Male,1,,83,11/22/2021,12/21/2022,Inactive,12/21/2022,\N,\N,Staff,Contarct Basis,Buddhist,Mechanical Engineer,1995
2330,50045,Domingo Raynor,Mr,Male,1,Married,58,11/15/2021,6/3/2022,Inactive,6/3/2022,\N,\N,Staff,Contarct Basis,Buddhist,Sociologist,1962
2331,1795141,Miss Bernice Jerde,Mr,Male,1,Married,31,11/24/2021,3/30/2022,Inactive,3/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1987
2332,203007,Dr Phyllis Hoppe DDS,Ms,Female,1,Married,31,11/10/2021,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972
2333,1795142,Alize Bartoletti,Mr,Male,1,Married,31,11/26/2021,12/31/2021,Inactive,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982
2334,1795143,Arthur Keebler,Mr,Male,1,Married,31,11/26/2021,4/1/2022,Inactive,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973
2337,1795146,Reuben Ebert,Mr,Male,1,Married,31,11/29/2021,2/15/2022,Inactive,2/15/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998
2339,5369,Prof Archibald Quitzon V,Mr,Male,1,Single,8,11/29/2021,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1993
2341,198138,Leonie Effertz MD,Mr,Male,1,Married,31,11/29/2021,4/30/2022,Inactive,4/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,'0000'
2342,1795147,Omari Hintz,Mr,Male,1,Married,124,12/1/2021,4/2/2022,Inactive,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1976
2343,1795148,Deja Smith,Mr,Male,1,Married,31,12/2/2021,3/26/2022,Inactive,3/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995
2346,5370,Prof Warren Bartell,Ms,Female,1,Single,17,12/1/2021,4/9/2022,Inactive,4/9/2022,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,1993
2348,198140,Lucius Pfannerstill DDS,Mr,Male,1,Married,30,12/3/2021,2/28/2022,Inactive,2/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1996
2350,196158,Brandi Daniel Sr,Mr,Male,1,Single,31,12/6/2021,12/31/2021,Inactive,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998
2360,198142,Cheyanne Mueller,Mr,Male,1,Married,30,12/9/2021,2/27/2022,Inactive,2/27/2022,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1985
2361,198143,Jaunita O'Connell,Mr,Male,1,Single,30,12/9/2021,2/27/2022,Inactive,2/27/2022,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,2001
2364,198146,Adella Walsh,Mr,Male,1,Single,30,12/10/2021,2/26/2022,Inactive,2/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,2001
2368,51027,Lenore Price I,Mr,Male,1,Married,182,12/11/2021,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Labour,1991
2369,201010,Ernest Dietrich DVM,Mr,Female,3,Single,184,12/11/2021,3/17/2022,Inactive,3/17/2022,\N,\N,Labour,Contarct Basis,Hindu,Lab Helper,'0000'
2370,201011,Jade Kuphal,Mr,Male,1,Single,169,12/12/2021,11/16/2022,Inactive,11/16/2022,\N,\N,Labour,Contarct Basis,Buddhist,Bobcat Operator,'0000'
2372,1795151,Dr Sally Ritchie I,Mr,Male,1,Single,31,12/14/2021,3/31/2022,Inactive,3/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,'0000'
2376,5372,Hillary Cronin,Mr,Male,1,,22,12/15/2021,0000-00-00,Active,0000-00-00,673,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1970
2379,5374,Leone Blick Sr,Mr,Male,1,,22,12/16/2021,2/12/2022,Inactive,2/12/2022,\N,\N,Labour,Contarct Basis,Buddhist,Technical Officer,1989
2380,193197,Dr Orpha Padberg,Mr,Male,1,Single,31,12/17/2021,5/17/2022,Inactive,5/17/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2006
2381,193196,Ike Williamson,Mr,Male,1,Married,31,12/13/2021,4/11/2022,Inactive,4/11/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971
2382,196160,Lesley Emmerich,Mr,Male,1,Married,43,12/15/2021,5/31/2022,Inactive,5/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,2000
2383,197110,Mazie Douglas,Mr,Male,1,Married,31,12/13/2021,3/14/2022,Inactive,3/14/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982
2384,5375,Kyler Bins,Mr,Male,1,Married,7,12/20/2021,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1964
2386,199084,Richie Nitzsche I,Mr,Male,1,Married,1,12/15/2021,4/5/2022,Inactive,4/5/2022,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1993
2387,199086,Mrs Jennifer Monahan PhD,Mr,Male,1,Single,30,12/18/2021,11/30/2022,Inactive,11/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1991
2388,199085,Gudrun Cruickshank,Mr,Male,3,Single,30,12/17/2021,12/31/2021,Inactive,12/31/2021,\N,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,2000
2389,51029,Mr Ewell Mueller Sr,Mr,Male,1,Single,181,12/20/2021,3/12/2022,Inactive,3/12/2022,\N,\N,Staff,Contarct Basis,Buddhist,Trainee Engineer,1999
2393,5377,Lorenza Deckow,Mr,Male,1,Single,27,12/23/2021,\N,Active,\N,1964,\N,Staff,Contarct Basis,Buddhist,Supervisor,1998
2394,193198,Rosie Kutch,Mr,Male,1,Married,55,12/20/2021,2/24/2022,Inactive,2/24/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1966
2396,197112,Leta Pfannerstill,Mr,Male,1,Single,31,12/23/2021,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989
2397,197111,Mr Maximus Lakin DDS,Mr,Male,1,Single,31,12/20/2021,3/2/2022,Inactive,3/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970
2398,197113,Prof Franz Dicki,Mr,Male,1,Single,55,12/1/2021,3/2/2022,Inactive,3/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1996
2399,198147,Prof Richmond Dooley III,Mr,Male,5,Single,31,12/27/2021,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Muslim,Unskilled Labor,1996
2401,1975009,Ms Melba Walter,Mr,Male,1,Married,31,12/27/2021,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,'0000'
2404,1795153,Sim Abbott III,Mr,Male,1,Married,124,1/3/2022,3/30/2022,Inactive,3/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1965
2406,5379,Lavon Littel,Mr,Male,1,Married,186,12/7/2021,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Surveyor,1979
2408,1795154,Vaughn Mills,Mr,Male,1,Married,31,1/4/2022,3/30/2022,Inactive,3/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969
2410,199087,Mr Madyson Hammes III,Mr,Male,1,Married,95,12/20/2021,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Welder,1974
2411,193199,Mr Hiram Homenick III,Mr,Male,1,Single,55,1/3/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1996
2427,5382,Dr Daryl Schaefer,Mr,Male,1,Single,33,1/3/2022,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1993
2428,5383,Dr Mariana Stiedemann DVM,Mr,Male,1,Married,187,1/1/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Material Engineer,1983
2430,5385,Tillman Fadel,Mr,Male,1,Single,22,1/1/2022,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1996
2431,1935028,Tracy Sporer,Mr,Male,1,Single,31,1/6/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995
2432,202002,Ms Karianne Tromp,Mr,Male,1,Married,122,1/1/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Security,1970
2433,179046,Kennedi Sipes,Ms,Female,1,Single,125,1/6/2022,5/3/2022,Inactive,5/3/2022,\N,\N,Labour,Contarct Basis,Buddhist,Data Colector,1998
2435,196162,Mr Rollin Koelpin III,Mr,Male,1,Married,31,1/6/2022,6/17/2022,Inactive,6/17/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976
2437,197114,Cydney Larson,Mr,Male,1,,55,1/6/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1961
2441,189072,Ophelia Konopelski III,Mr,Male,1,Married,31,1/10/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991
2446,51031,Prof Meda Gottlieb Jr,Mr,Male,1,Single,70,1/11/2022,7/26/2022,Inactive,7/26/2022,\N,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,1999
2447,1795156,Mr Julio Ledner II,Mr,Male,1,Married,31,1/13/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988
2451,1935030,Dr Ben Skiles,Mr,Male,1,Single,31,1/11/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001
2452,189074,Breanne Leuschke,Mr,Male,1,Single,31,1/13/2022,2/20/2022,Inactive,2/20/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001
2453,206002,Cathrine Rogahn,Mr,Male,1,Single,139,1/3/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Surveyor Helper,1999
2454,206003,Lisandro Heidenreich IV,Mr,Male,1,Married,189,1/1/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Lab Assistant,1990
2455,206004,Prof Jovan Romaguera,Mr,Male,1,Single,189,1/1/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Lab Assistant,1989
2457,51032,Florence Reichert,Mr,Male,1,Single,56,1/18/2022,2/12/2022,Inactive,2/12/2022,\N,\N,Labour,Contarct Basis,Buddhist,Helper,2002
2459,1795157,Tara Blick V,Mr,Male,1,,31,1/21/2022,4/10/2022,Inactive,4/10/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971
2460,193200,Maeve Mertz,Mr,Male,1,Married,31,1/5/2022,2/9/2022,Inactive,2/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1963
2461,5387,Prof Shane Heller Jr,Mr,Male,1,,22,1/1/2022,\N,Active,\N,1964,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1986
2462,1795158,Mrs Meggie Ankunding,Mr,Male,1,Single,80,1/24/2022,3/30/2022,Inactive,3/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Driver - cab,1996
2466,196165,Prof Kurtis Larkin MD,Mr,Male,1,Married,31,1/21/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962
2467,1935032,Graciela Miller III,Mr,Male,1,Single,31,1/11/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001
2468,199088,Charity Feil,Mr,Male,1,Single,31,1/25/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994
2469,1795159,Miss Ernestine Olson III,Mr,Male,1,Married,31,1/25/2022,4/9/2022,Inactive,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973
2470,193203,Osborne Emmerich,Mr,Male,1,Married,31,1/25/2022,2/26/2022,Inactive,2/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981
2473,196166,Howard Kihn,Mr,Male,1,Married,31,1/24/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958
2474,196167,Destinee Kirlin,Mr,Male,1,Married,31,1/25/2022,4/8/2022,Inactive,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975
2476,203009,Maci Casper,Mr,Male,1,Married,31,1/10/2022,3/2/2022,Inactive,3/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1990
2477,195039,Francis Weimann,Mr,Male,1,Married,31,1/27/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985
2478,205004,Lilly Prohaska PhD,Mr,Male,1,,122,1/14/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Security,1955
2480,198149,Amalia Morissette,Mr,Male,1,Married,31,1/31/2022,4/17/2022,Inactive,4/17/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994
2481,198148,Rubye Olson,Mr,Male,1,Married,26,1/29/2022,4/8/2022,Inactive,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mechanic,1990
2482,196168,Verdie McKenzie,Mr,Male,1,Single,55,1/25/2022,4/9/2022,Inactive,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1999
2483,196169,Dr Dean Runolfsson,Mr,Male,1,Married,31,1/29/2022,4/2/2022,Inactive,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970
2484,196170,Abagail Trantow,Ms,Female,1,Married,195,1/1/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Data Coordinator,1998
2485,196171,Prince Goodwin,Ms,Female,1,,195,1/4/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Data Coordinator,1996
2486,203010,Miss Clementina Kilback,Ms,Male,1,Single,31,1/19/2022,4/28/2022,Inactive,4/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001
2487,1795160,Junior Stamm,Mr,Male,1,Married,31,2/1/2022,4/2/2022,Inactive,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1964
2488,193205,Eldridge Conroy,Mr,Male,1,Single,31,2/1/2022,2/3/2022,Inactive,2/3/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,'0000'
2489,197117,Prof Sarai Rodriguez,Mr,Male,1,Married,31,1/3/2022,5/11/2022,Inactive,5/11/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991
2490,199089,Dixie Bechtelar,Mr,Male,3,Single,124,2/1/2022,2/10/2022,Inactive,2/10/2022,\N,\N,Labour,Contarct Basis,Hindu,Mason,2001
2491,195040,Herbert Legros,Mr,Male,3,Single,31,2/2/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1994
2493,1795162,Zula Price IV,Mr,Male,1,Single,124,2/3/2022,2/3/2022,Inactive,2/3/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1997
2495,188015,Oda Flatley Jr,Mr,Male,1,Married,31,2/8/2022,4/1/2022,Inactive,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973
2496,196172,Carley Kunze,Mr,Male,1,Married,123,2/1/2022,4/9/2022,Inactive,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Carpenter,1973
2498,196174,Norberto Dach,Mr,Male,1,Married,31,2/7/2022,2/24/2022,Inactive,2/24/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981
2499,196175,Mrs Kayla Steuber DDS,Mr,Male,1,Married,31,2/8/2022,4/8/2022,Inactive,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977
2500,193206,Nellie Runolfsdottir,Mr,Male,1,Married,31,2/9/2022,4/30/2022,Inactive,4/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002
2503,1985017,Emmalee Hoeger,Mr,Male,1,Married,4,2/9/2022,4/2/2022,Inactive,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1973
2504,5388,Agnes Leuschke,Mr,Male,1,Married,190,2/7/2022,0000-00-00,Active,0000-00-00,\N,\N,Management,Contarct Basis,Buddhist,Head of QS - Post Contract,1980
2505,5389,Ms Lysanne Welch II,Mr,Male,1,,158,2/8/2022,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Assistant QS,1996
2506,5390,Gerson Ferry,Mr,Male,1,Married,33,2/8/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1968
2507,1795164,Hayden Considine V,Mr,Male,1,Single,31,2/11/2022,4/1/2022,Inactive,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2000
2508,193207,Gracie Roob,Mr,Male,1,Single,55,2/11/2022,2/18/2022,Inactive,2/18/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1995
2509,193208,Clovis Lakin,Ms,Male,1,Single,43,2/4/2022,4/29/2022,Inactive,4/29/2022,\N,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,1995
2511,188017,Wilfrid Eichmann IV,Mr,Male,1,Married,31,2/8/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986
2512,188018,Mr Stanton Towne DDS,Mr,Male,1,Single,31,2/8/2022,4/2/2022,Inactive,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001
2513,188019,Carleton Nitzsche MD,Mr,Male,1,Married,31,2/8/2022,4/1/2022,Inactive,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960
2514,188020,Mrs Megane Sanford,Mr,Male,1,Married,31,2/14/2022,3/31/2022,Inactive,3/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,'0000'
2515,188021,Mozelle Upton,Mr,Male,1,,31,2/11/2022,4/6/2022,Inactive,4/6/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980
2516,197118,Anastacio Mosciski,Mr,Male,1,,31,2/1/2022,3/2/2022,Inactive,3/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972
2517,197119,Kitty Corwin,Mr,Male,1,,31,2/1/2022,3/23/2022,Inactive,3/23/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997
2518,197120,Godfrey Haley IV,Mr,Male,1,,31,2/1/2022,3/23/2022,Inactive,3/23/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976
2520,1975011,Reanna Brekke PhD,Mr,Male,1,,31,2/14/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970
2522,196176,Orland Stiedemann Sr,Mr,Male,1,Married,31,2/5/2022,4/9/2022,Inactive,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,'0000'
2523,196177,Ottilie Purdy,Mr,Male,1,Married,31,2/15/2022,6/17/2022,Inactive,6/17/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993
2524,196178,Dale Glover,Mr,Male,1,Married,31,2/15/2022,3/6/2022,Inactive,3/6/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1951
2529,196179,Colton Emmerich,Mr,Male,1,Married,31,2/22/2022,3/26/2022,Inactive,3/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1979
2530,201012,Jimmy Gutmann Sr,Mr,Male,1,Married,29,2/12/2022,6/28/2022,Inactive,6/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Cook,1963
2531,5393,Marc Spencer,Mr,Male,1,Married,163,2/15/2022,\N,Active,\N,\N,\N,Management,Contarct Basis,Buddhist,Manager Transport and Logistic,1970
2533,5395,Samantha Kuvalis,Mr,Male,1,Single,33,2/23/2022,5/28/2022,Inactive,5/28/2022,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1994
2535,1795166,Yasmin Mertz,Mr,Male,1,Married,31,2/26/2022,3/31/2022,Inactive,3/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980
2538,193210,Dexter Nader,Mr,Male,1,Married,31,3/1/2022,3/3/2022,Inactive,3/3/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989
2540,1945037,Tristin Schmitt DVM,Mr,Male,1,Single,31,3/1/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999
2541,188022,Korey Buckridge I,Mr,Male,1,Married,31,3/1/2022,4/7/2022,Inactive,4/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968
2542,188023,Dr Zoey Mitchell,Mr,Male,1,Married,31,3/3/2022,4/25/2022,Inactive,4/25/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1956
2543,188024,Aaliyah Torp,Mr,Male,1,Married,31,3/3/2022,4/25/2022,Inactive,4/25/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966
2544,182011,Shea Grimes,Mr,Male,1,Single,31,3/4/2022,5/19/2022,Inactive,5/19/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995
2545,182012,Randi Beahan IV,Mr,Male,1,Single,31,3/4/2022,4/29/2022,Inactive,4/29/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002
2546,182013,Ebba Quigley,Mr,Male,1,Single,31,3/4/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002
2548,1795168,Sharon Bednar,Mr,Male,1,Single,31,3/8/2022,3/10/2022,Inactive,3/10/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003
2550,1795169,Ms Roxane Adams Jr,Mr,Male,1,Married,31,3/8/2022,3/8/2022,Inactive,3/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994
2551,198151,Prof Lucio Effertz Jr,Mr,Male,1,Single,31,3/8/2022,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994
